x,y,
128.8219749,35.87345041,
128.6919282,35.86993902,
126.8868941,35.14964278,
129.0132614,35.09731433,
127.9452463,37.35553725,
126.8993124,37.53493652,
129.0988667,35.13715682,
127.1548472,35.84769567,
126.8979279,37.46482627,
126.5604877,35.96114632,
128.8991926,35.08858978,
127.0738895,35.86839704,
127.4754853,36.63522837,
126.6686252,37.45187451,
129.0349555,35.1502545,
127.0832067,37.56507591,
127.4495006,36.6329791,
127.0083072,37.27109535,
127.1477308,35.84484945,
127.1477308,35.84484945,
127.4321946,36.33276083,
127.1216194,35.84115833,
127.0084267,37.29194179,
127.1216194,35.84115833,
127.0084267,37.29194179,
126.9999502,37.5711419,
129.0595807,35.14309755,
127.0410681,37.66212015,
126.9380371,37.50407681,
126.4960691,33.48585094,
126.8881941,35.14920773,
126.8881941,35.14920773,
127.4259014,36.32739439,
127.4110403,36.32233854,
126.8836542,35.15910759,
126.593611,36.34364024,
126.639053,37.45711105,
126.6774104,37.41465096,
126.8849499,35.80212221,
127.0621478,37.51427969,
127.241082,37.2268757,
127.0409986,37.27855997,
128.869295,35.23930195,
129.3405209,35.53439162,
126.6809976,37.46586337,
129.3069306,35.54826318,
126.8611534,37.30153418,
128.8700744,35.27303744,
128.8692375,35.2728583,
126.8857747,35.80088647,
127.0588898,37.50802478,
127.0588898,37.50802478,
128.8666935,35.23660251,
126.6736803,37.5939905,
127.0633281,37.22347111,
126.9539342,37.2754458,
129.0392496,35.09190536,
127.0588006,37.65358575,
127.0588006,37.65358575,
128.5252402,35.81345941,
129.2164239,35.2359827,
126.9737528,37.55550489,
127.0441594,37.52334106,
127.0441594,37.52334106,
127.0582065,37.50778005,
129.0440604,35.09206944,
129.1013764,35.12468454,
127.0848502,37.31686676,
128.9029668,37.7604484,
127.0688196,37.49756775,
126.9164791,37.61128579,
127.2583055,37.4101768,
126.8651104,37.30138017,
126.8985669,35.18817354,
129.0247018,35.1537218,
127.2114455,37.2314491,
127.2135037,37.21935984,
128.8936295,35.30168878,
129.3410037,35.54250617,
126.7455614,37.48422399,
128.8980336,35.22813768,
129.0178019,35.15194732,
129.2269056,35.2227989,
128.7988848,35.19434312,
127.1280152,37.52782099,
126.8959559,35.7985344,
129.3337546,36.14210297,
128.8610044,35.26162056,
128.7664698,35.47637757,
127.2144914,37.24031637,
126.9665526,35.96172657,
126.870477,35.16317918,
126.9920875,35.71230233,
126.6093507,33.27277212,
127.0516599,37.4728227,
126.7838546,37.49203088,
126.3817893,34.79280216,
128.9914683,35.2378861,
128.8098784,35.10109524,
126.6833329,37.56815117,
129.0133508,35.08258035,
129.0596846,35.14321474,
128.7057195,35.84022656,
128.572539,35.87912397,
127.100029,35.69486275,
127.5775561,36.94215019,
127.4287084,35.79220208,
129.0556419,35.15800483,
127.0042109,37.57131482,
126.9504301,35.93983525,
126.9744378,35.95818483,
126.952728,35.96686258,
126.881692,37.482024,
126.8654769,35.2073472,
127.0343058,37.52721864,
126.9107337,37.45258648,
129.0077816,35.22098833,
128.6219345,36.82583999,
127.0321194,37.74669203,
126.9827455,37.4870051,
126.8980579,37.475937,
129.066113,35.14909258,
127.0305837,37.2606661,
128.5981079,35.87095372,
126.9732852,37.57183805,
126.8494758,35.15455595,
126.7166155,36.87556958,
126.9850094,37.56515473,
126.981007,37.56534517,
126.7592538,35.97148987,
127.1279857,37.36727122,
129.0205715,35.14645447,
127.2836819,37.23471052,
129.0204444,35.09797341,
127.099503,37.51532452,
127.4500042,37.28072479,
126.9736191,37.56226955,
127.654807,35.8669043,
-,-,
127.0650701,37.4977415,
127.1044461,37.5137525,
127.2221119,36.91248625,
127.3418742,37.34997922,
127.0575238,37.08178434,
127.1485192,36.80054704,
126.9315434,37.3872333,
127.0404413,37.52601296,
126.7855534,37.4831933,
129.0556419,35.15800483,
126.8831411,35.1619609,
127.0585917,37.50863401,
128.5918709,35.88880707,
126.8372726,35.1849423,
126.7009895,37.5297689,
127.1062981,37.50526699,
126.9108326,37.50636237,
129.1471768,35.22534296,
129.3553096,36.02103151,
127.0183953,37.62017242,
126.9104265,37.600037,
127.1322258,37.4407323,
128.5206635,34.9016278,
127.9286696,36.97768148,
126.8323109,37.30940071,
128.6401353,35.87331043,
127.078905,37.79569687,
128.6718153,35.23597692,
129.0543179,35.1338898,
127.4565427,36.63494922,
127.109492,37.3508875,
126.7145674,37.46414361,
126.7021655,37.45494073,
127.0781873,37.60991633,
127.9326774,37.34350239,
127.0157119,37.48527899,
126.8985669,35.18817354,
127.9282555,37.34695376,
127.0104666,37.59006952,
127.1077012,37.36694183,
128.6401353,35.87331043,
129.371536,36.06311927,
127.0286673,37.4923136,
127.0470348,37.27347946,
127.0733783,37.1931414,
127.0733809,37.19314676,
127.1336616,37.37728794,
127.4290996,36.71390323,
126.8896148,37.49127963,
126.8633643,37.29640445,
127.079431,37.79496854,
128.6401353,35.87331043,
128.6718153,35.23597692,
126.624511,37.6551976,
127.0472887,37.7208699,
129.3505844,35.62889972,
129.3506468,35.62846601,
126.9996763,35.96033611,
126.8487715,35.21248336,
129.0585744,35.14130152,
129.1776797,35.16957635,
127.2896167,37.6575732,
129.371536,36.06311927,
127.6997456,34.74784267,
128.5692178,35.86096786,
127.1336616,37.37728794,
126.4195738,34.80400329,
127.1441037,35.82481349,
126.6509556,37.3957152,
-,-,
127.1095413,37.32185623,
127.0709209,37.53836393,
126.8715691,37.52748536,
127.0877812,37.50474521,
127.9288213,37.34597624,
127.0291728,37.52381784,
127.4268753,36.6423493,
127.0783866,37.2173721,
126.8437892,35.21730466,
126.8591487,37.30956544,
127.141631,37.601615,
127.061325,37.65305469,
127.1204575,37.3850481,
129.3379022,35.53972624,
127.0886856,37.58083572,
127.0322198,37.26374957,
126.8076938,37.5729795,
126.950887,37.32076864,
126.640319,37.59657849,
127.26021,37.4097399,
126.6813895,37.4132782,
126.738064,37.54474048,
127.0710213,37.25206234,
128.5629876,35.94184918,
127.4688832,36.6114755,
127.3304908,36.63082026,
129.3803444,36.06392125,
127.26021,37.4097399,
127.014863,37.60625445,
127.0317457,37.26243778,
126.4231219,34.8048206,
127.018034,37.6251171,
126.9770951,37.4768732,
-,-,
126.9299477,37.48550794,
127.0094026,37.59290593,
127.0777462,37.61268446,
126.7629375,37.5053003,
126.6726203,37.51847348,
128.5723762,35.87245763,
128.5794808,35.23375664,
127.022011,37.60504961,
126.9597968,37.57141256,
129.1047936,37.54694237,
127.1416796,36.8294064,
127.2478892,37.66024867,
126.8311243,37.63294793,
127.1036389,37.60065978,
127.7486663,37.8821083,
126.66836,37.6439215,
126.6737609,37.5173594,
126.8727319,37.4982869,
126.9824012,37.2961288,
127.1057601,36.79744967,
126.7763464,37.50408676,
129.0581371,35.15721629,
127.0141168,37.49299182,
126.4919594,33.48207271,
127.1267685,37.53720715,
126.9065024,37.5176424,
126.7733956,37.65839942,
126.9356803,37.5551799,
127.0218085,37.5166042,
127.3776235,36.3507407,
127.0698553,37.7515121,
127.0170886,37.5925735,
127.0240824,37.56659122,
127.3392106,36.33257427,
127.4396648,36.36586071,
127.057308,37.05209953,
127.4869858,36.65042899,
126.9359259,35.1631317,
127.4293059,36.63584708,
-,-,
127.3410156,36.3000223,
127.2340747,36.50527758,
126.8581664,37.33527613,
127.1380138,36.82837155,
127.0704667,37.63755987,
126.9869561,37.25285422,
127.0088759,36.77277697,
126.5946724,34.56607355,
128.5460448,35.8248906,
128.7274335,35.87085376,
128.7200893,35.83491047,
126.9471,37.4873142,
127.5879502,36.78803812,
127.1264686,36.7940069,
127.1500033,37.47351134,
126.7623614,37.5024214,
129.0488068,35.14028479,
127.1217173,37.3015666,
127.0383574,37.21094283,
126.5288531,33.500339,
127.3500531,36.3048116,
127.1193709,37.70855733,
126.9774287,37.39004413,
127.0859383,37.30941983,
126.8548869,37.47951457,
126.9466491,37.3531859,
127.150111,37.47308233,
127.1146764,37.3207429,
127.0829843,37.56867284,
126.6291836,36.89495117,
126.7281017,37.54224203,
127.0250525,37.63787018,
129.3670467,36.4127462,
127.0615692,37.65234459,
129.3513468,35.62764861,
127.0552688,37.24094464,
127.1326864,37.5361627,
126.7683284,37.752453,
127.1292922,37.41017649,
126.6660187,36.60123884,
126.8757719,37.52817822,
127.0308702,37.55804819,
127.0218883,37.51103598,
127.0218883,37.51103598,
126.8634936,37.53130015,
129.0613572,35.19626824,
126.8021815,35.16397385,
127.0839768,36.20511441,
129.0817243,35.18681803,
127.0072701,37.50727158,
127.0860808,36.20529315,
127.0130358,37.49317575,
126.7384901,37.3448529,
126.7618295,37.4969801,
126.8169839,35.85293382,
127.2500951,36.50248394,
127.0134202,37.49300992,
127.3789767,36.29937427,
126.5329616,33.49475895,
127.010816,37.53218945,
127.0459123,37.65144353,
129.3760894,36.05969901,
129.0557778,35.15799531,
129.0557778,35.15799531,
129.3214121,35.5270773,
127.0568939,37.8928107,
126.882774,37.50115888,
126.882774,37.50115888,
129.1091484,37.54826634,
128.597101,35.87043364,
127.1134552,37.49646652,
129.0289073,35.09824297,
126.8514678,37.30791256,
128.584085,35.24096759,
129.3350052,35.5385193,
129.3780702,35.55914191,
127.7285241,37.88025263,
129.020335,35.09958654,
129.0846565,35.1350712,
126.9814325,37.47437636,
126.7626336,37.5053137,
127.4622596,36.64335814,
127.043916,37.52493412,
126.8945202,35.1368162,
127.0710213,37.25206234,
129.0568113,35.1558036,
128.6343942,35.2576777,
129.1172277,35.16769273,
128.6795261,35.22083421,
129.1687422,35.1661579,
128.6907522,34.89542391,
129.3261053,35.53740268,
127.061325,37.65305469,
128.691079,34.89386198,
128.6808924,35.22083687,
126.9249943,37.52270201,
